rho,error_N2,error_N3,error_N4,error_N5,error_N6,error_N7,error_N8,error_N9,error_N10,error_N11,error_N12,error_N13,error_N14,error_N15,error_N16,error_N17,error_N18,error_N19
1.0000000000000000e+00,7.9228427161387116e-02,1.5328306326219732e-02,2.1772762528085021e-03,2.4209450601375693e-04,2.2050860932987248e-05,1.6996265129742838e-06,1.1351900552902805e-07,6.6886881588956726e-09,3.5255043329129876e-10,1.6807333302892857e-11,7.2408745666052710e-13,2.8865798640254070e-14,2.1094237467877974e-15,6.3282712403633923e-15,9.1038288019262836e-15,4.4408920985006262e-16,3.9968028886505635e-15,1.3322676295501878e-15
1.0200000000000000e+00,8.0827251421819013e-02,1.5963475337501087e-02,2.3171468282909835e-03,2.5991607897968283e-04,2.5170316666378589e-05,1.6590043581121705e-06,1.9835453046734841e-07,3.6479450571391681e-09,1.9871791989700682e-09,4.0280538904369223e-09,2.9175163396288895e-09,1.6797172541771488e-09,8.7870843934467757e-10,3.9351888414529412e-10,1.7622747705559050e-10,4.5684567240300566e-11,1.9473977985740021e-11,1.6638690425452296e-11
1.0400000000000000e+00,8.2421686221434309e-02,1.6597456895638851e-02,2.4601075590525712e-03,2.7894023795627110e-04,2.8306906199482285e-05,1.6899619648125253e-06,2.6850704692993332e-07,1.0118678228643319e-08,4.2042676007270074e-09,7.1959712633073991e-09,5.1111357368682775e-09,2.9032225512537480e-09,1.5007948217515832e-09,6.6500904782884618e-10,2.9430091696980298e-10,7.4636741231870474e-11,3.1431968139372657e-11,2.8395286122417929e-11
1.0600000000000001e+00,8.4011383417081031e-02,1.7229940449896342e-02,2.6059601718677605e-03,2.9914516213203068e-04,3.1478305169807541e-05,1.7862451078265451e-06,3.2681646511267815e-07,1.3476237681331327e-08,6.2336257267148198e-09,9.6397528848157776e-09,6.7073916421023227e-09,3.7592744472902950e-09,1.9203015844126980e-09,8.4184226256667216e-10,3.6813285753112268e-10,9.1266771917730694e-11,3.7947534003990313e-11,3.6289193872107717e-11
1.0800000000000001e+00,8.5596005369064310e-02,1.7860633898151401e-02,2.7545096711907302e-03,3.2050651386850149e-04,3.4700874034232498e-05,1.9423011989871952e-06,3.7577520195508640e-07,1.4350030164145267e-08,8.0313616868110671e-09,1.1465994598225393e-08,7.8149692273044025e-09,4.3220308443281397e-09,2.1815785844481184e-09,9.4614416301652682e-10,4.0877601303890287e-10,9.8987040786369107e-11,4.0611625173880839e-11,4.1156411612064403e-11
1.1000000000000001e+00,8.7175225232596576e-02,1.8489262637703008e-02,2.9055647123900075e-03,3.4299768789081142e-04,3.7989667003857086e-05,2.1532240085386789e-06,4.1756317892271966e-07,1.3262198783614565e-08,9.5705919855859634e-09,1.2769567847570329e-08,8.5263152094228190e-09,4.6531839492658378e-09,2.3208317490031050e-09,9.9569319456094263e-10,4.2495984509116624e-10,1.0042722209391286e-10,4.0627279318528053e-11,4.3688497264326998e-11
1.1200000000000001e+00,8.8748727188340593e-02,1.9115568670002969e-02,3.0589379219244650e-03,3.6659005010653001e-04,4.1358449340722636e-05,2.4146996762119954e-06,4.5408031101867863e-07,1.0642025594087556e-08,1.0837878150482538e-08,1.3634487205926860e-08,8.9197105257454723e-09,4.8038003575001653e-09,2.3674527893646768e-09,1.0046780074546291e-09,4.2352665818867763e-10,9.7584829106267534e-11,3.8896885712347284e-11,4.4450998437639555e-11
1.1400000000000001e+00,9.0316206617163775e-02,1.9739309755934187e-02,3.2144461691664405e-03,3.9125316572563573e-04,4.4819721784161715e-05,2.7229544546925055e-06,4.8697649313034219e-07,6.8387846496875682e-09,1.1830217028219181e-08,1.4134786230357577e-08,9.0611357306258355e-09,4.8159182197693440e-09,2.3451502961790993e-09,9.8434604911545875e-10,4.0979664106544078e-10,9.1963547887985442e-11,3.6084912835576688e-11,4.3900327817425477e-11
1.1600000000000001e+00,9.1877370223937715e-02,2.0360258618438265e-02,3.3719107942082882e-03,4.1695501649274824e-04,4.8384750966357082e-05,3.0747045307588650e-06,5.1767915643097240e-07,2.1331654220801965e-09,1.2552506145624420e-08,1.4335380993379943e-08,9.0059130153363753e-09,4.7239416822719704e-09,2.2729116366804192e-09,9.4353469481944785e-10,3.8786096556719940e-10,8.4678597467302552e-11,3.2677860417607008e-11,4.2406855804699717e-11
1.1800000000000002e+00,9.3431936114877434e-02,2.0978202189496198e-02,3.5311577956894658e-03,4.4366220691804958e-04,5.2063604801033669e-05,3.4671081641235446e-06,5.4741843691363812e-07,3.2526087379025626e-09,1.3015454825016093e-08,1.4292882655198014e-08,8.8001690379257980e-09,4.5558271599688283e-09,2.1658211890596135e-09,8.8912177620414923e-10,3.6083203092118765e-10,7.6545103588898655e-11,2.9018121239232642e-11,4.0257464029025414e-11
1.2000000000000002e+00,9.4979633832671162e-02,2.1592940898666924e-02,3.6920179823793919e-03,4.7134015949923391e-04,5.5865191954884708e-05,3.8977203289380924e-06,5.7725009694475915e-07,9.1458790540954737e-09,1.3233847351301620e-08,1.4056396269168658e-08,8.4821277779312254e-09,4.3341253919138012e-09,2.0357511232305114e-09,8.2639917131643870e-10,3.3104441410358731e-10,6.8140826314788683e-11,2.5345392451470161e-11,3.7689185106160039e-11
1.2200000000000002e+00,9.6520204353348626e-02,2.2204288000562733e-02,3.8543270919755290e-03,4.9995329898999685e-04,5.9797304599928935e-05,4.3644499868600306e-06,6.0807628665671132e-07,1.5415728804590856e-08,1.3225138206784948e-08,1.3668272957900740e-08,8.0832368576366775e-09,4.0768622922016107e-09,1.8919339428435933e-09,7.5938233479178052e-10,3.0021263253132702e-10,5.9869664781331267e-11,2.1815438344674476e-11,3.4875213827945117e-11
1.2400000000000002e+00,9.8053400048567885e-02,2.2812068938788843e-02,4.0179258802980344e-03,5.2946522583074973e-04,6.3866663707612403e-05,4.8655200286518152e-06,6.4066428095976846e-07,2.1966157337516279e-08,1.3008311539053352e-08,1.3164809464782934e-08,7.6291684081297717e-09,3.7982972322936348e-09,1.7414605313348375e-09,6.9106509403837890e-10,2.6957147625239486e-10,5.1996962291411819e-11,1.8529289214086475e-11,3.1953439894039093e-11
1.2599999999999998e+00,9.9578984616774391e-02,2.3416120744068403e-02,4.1826601838170774e-03,5.5983887892319117e-04,6.8078966282691944e-05,5.3994299310522464e-06,6.7566331973800686e-07,2.8730133494470067e-08,1.2602988208598731e-08,1.2576906738281934e-08,7.1406857093947451e-09,3.5095694128628452e-09,1.5896810534599126e-09,6.2362703889817794e-10,2.3998436571304183e-10,4.4688253098001951e-11,1.5541568032517716e-11,2.9027780179546880e-11
1.2799999999999998e+00,1.0109673298644417e-01,2.4016291464401318e-02,4.3483809582507416e-03,5.9103668797111375e-04,7.2438933948038020e-05,5.9649211023860005e-06,7.1361968523309116e-07,3.5664458830630963e-08,1.2028720131063153e-08,1.1930680554605999e-08,6.6343971427684778e-09,3.2192459809010643e-09,1.4405497905656262e-09,5.5861049119698691e-10,2.1202040123569077e-10,3.8032910154583988e-11,1.2879253219466591e-11,2.6171953493303590e-11
1.2999999999999998e+00,1.0260643119436874e-01,2.4612439625258165e-02,4.5149442957008734e-03,6.2302071564190875e-04,7.6950362412286921e-05,6.5609448788306324e-06,7.5499015095292776e-07,4.2745333939109287e-08,1.1304454483607174e-08,1.1248027398380600e-08,6.1234118886588362e-09,2.9337934304152213e-09,1.2968927043388589e-09,4.9705994875637316e-10,1.8603130147454294e-10,3.2074565226025697e-11,1.0542344774933099e-11,2.3436919072139517e-11
1.3199999999999998e+00,1.0410787624176465e-01,2.5204433717927022e-02,4.6822114226240386e-03,6.5575278983642793e-04,8.1616171355380907e-05,7.1866330897396580e-06,8.0015391334953279e-07,4.9964543724634325e-08,1.0448149789787919e-08,1.0547123951987203e-08,5.6179165763836636e-09,2.6579576317686815e-09,1.1606597905000626e-09,4.3962888884863105e-10,1.6220780274522895e-10,2.6806667996481792e-11,8.5220719370227016e-12,2.0860868588101766e-11
1.3399999999999999e+00,1.0560087593078460e-01,2.5792151714309819e-02,4.8500486807758758e-03,6.8919462640726348e-04,8.6438454403148235e-05,7.8412711391750989e-06,8.4942317168934522e-07,5.7326227986820300e-08,9.4764855962381489e-09,9.8429145944933794e-09,5.1256543454059056e-09,2.3951064465066452e-09,1.0330999389296380e-09,3.8668235280425733e-10,1.4061707354073860e-10,2.2206680938552381e-11,6.7970074013601334e-12,1.8463230944121278e-11
1.3599999999999999e+00,1.0708524868377989e-01,2.6375480606491974e-02,5.0183274930146737e-03,7.2330794263231191e-04,9.1418528819997569e-05,8.5242734657597907e-06,9.0305243594102080e-07,6.4844116520745843e-08,8.4046878345844789e-09,9.1475187424805426e-09,4.6523499497297394e-09,2.1474952927036384e-09,9.1492613485399943e-10,3.3836000667974986e-10,1.2123857473511634e-10,1.8232082510394321e-11,5.3423931944962533e-12,1.6256329615771392e-11
1.3799999999999999e+00,1.0856082334753159e-01,2.6954315969621279e-02,5.1869243157741662e-03,7.5805456181454733e-04,9.6556984657936162e-05,9.2351613080188244e-06,9.6124670356800834e-07,7.2539208861854831e-08,7.2464179101672244e-09,8.4706242020615719e-09,4.2020721346958112e-09,1.9165019571332209e-09,8.0643869360130793e-10,2.9463997908152351e-10,1.0399570093966304e-10,1.4832135519782241e-11,4.1298076070006573e-12,1.4244383450545683e-11
1.3999999999999999e+00,1.1002743898447953e-01,2.7528561546658392e-02,5.3557205798024921e-03,7.9339650937237938e-04,1.0185373312698864e-04,9.9735426332125954e-06,1.0241686090317614e-06,8.0437824512280542e-08,6.0137291812978333e-09,7.8198250097472055e-09,3.7775361727554468e-09,1.7028185528289441e-09,7.0762784520894684e-10,2.5538671177827155e-10,8.8766438643972378e-11,1.1949108369435635e-11,3.1316060855601791e-12,1.2424727913185052e-11
1.4199999999999999e+00,1.1148494465280756e-01,2.8098128853700555e-02,5.5246026206580146e-03,8.2929610078119609e-04,1.0730805397474175e-04,1.0739094126632764e-05,1.0919446462587246e-06,8.8569988454523241e-08,4.7170680694819112e-09,7.2009307405807021e-09,3.3803664312159754e-09,1.5066072833747057e-09,6.1825855546260300e-10,2.2038704194926595e-10,7.5407013966355407e-11,9.5287111534503310e-12,2.3172574969976267e-12,1.0788037130282646e-11
1.4399999999999999e+00,1.1293319917710676e-01,2.8662936804644712e-02,5.6934616003008198e-03,8.6571602173868278e-04,1.1291864169749033e-04,1.1531545099474627e-05,1.1646705553314263e-06,9.6968080121051514e-08,3.3653203557193478e-09,6.6182327396191454e-09,3.0113195270686788e-09,1.3276229005043660e-09,5.3793758336695419e-10,1.8936685552972676e-10,6.3764993285531091e-11,7.5116579623113466e-12,1.6651124923328098e-12,9.3296481651350405e-12
1.4600000000000000e+00,1.1437207091122281e-01,2.9222911354076953e-02,5.8621934210427717e-03,9.0261940095837101e-04,1.1868365047251750e-04,1.2350663228577474e-05,1.2424159899770970e-06,1.0566575558978997e-07,1.9658679129008760e-09,6.0747539221139846e-09,2.6704616296058248e-09,1.1653321640991976e-09,4.6615744597744424e-10,1.6203594022101697e-10,5.3671511679453943e-11,5.8480997822130121e-12,1.1435297153639112e-12,8.0331297169777827e-12
1.4800000000000000e+00,1.1580143749468619e-01,2.9777985157289022e-02,6.0306986329197176e-03,9.3996987591016268e-04,1.2460073764231083e-04,1.3196241941293430e-05,1.3252284903897404e-06,1.1469704463973329e-07,5.2469117939324406e-10,5.5724509451238191e-09,2.3573337726290333e-09,1.0189824539708070e-09,4.0235048626158232e-10,1.3807777143881594e-10,4.4974246549145391e-11,4.4866332871151826e-12,7.3796524446834155e-13,6.8908212469409591e-12
1.5000000000000000e+00,1.1722118560411321e-01,3.0328097246486441e-02,6.1988823355737521e-03,9.7773165194359191e-04,1.3066710572706697e-04,1.4068089401630957e-05,1.4131369124870119e-06,1.2409565741666739e-07,9.5354057982888207e-10,5.1124070532537758e-09,2.0710697601344918e-09,8.8768148387430301e-10,3.4590919018029354e-10,1.1718093162471632e-10,3.7515879292016052e-11,3.3834046675451646e-12,4.2676973066591017e-13,5.8878457664945927e-12
1.5200000000000000e+00,1.1863121070073768e-01,3.0873192722222997e-02,6.3666540755118461e-03,1.0158695551040209e-03,1.3687954284002934e-04,1.4966018921813706e-05,1.5061543189309745e-06,1.3389442221622971e-07,2.4653529218099379e-09,4.6949898413473079e-09,1.8105122956413311e-09,7.7044826074512684e-10,2.9621183283978780e-10,9.9040775580760965e-11,3.1152525004074505e-11,2.4985569169189148e-12,1.9184653865522705e-13,5.0107695770407190e-12
1.5400000000000000e+00,1.2003141677520890e-01,3.1413222459235945e-02,6.5339277396050388e-03,1.0543490790263510e-03,1.4323446147401775e-04,1.5889840705218816e-05,1.6042804272808908e-06,1.4412485715986634e-07,4.0083529828649489e-09,4.3199913646319033e-09,1.5742941394947252e-09,6.6625438499556822e-10,2.5264323966212032e-10,8.3363649316936517e-11,2.5747404208686930e-11,1.7967849430533533e-12,1.8318679906315083e-14,4.2469361360986113e-12
1.5600000000000001e+00,1.2142171609064267e-01,3.1948142825875325e-02,6.7006214455833657e-03,1.0931364262527499e-03,1.4972793563439168e-04,1.6839354816555741e-05,1.7075036612412831e-06,1.5481684700890952e-07,5.5811096855151732e-09,3.9867492640510704e-09,1.3609142701653809e-09,5.7405480369254747e-10,2.1461077359674618e-10,6.9873440367018702e-11,2.1180390774588886e-11,1.2464473897466632e-12,1.0391687510491465e-13,3.5855762803294056e-12
1.5800000000000001e+00,1.2280202892484893e-01,3.2477915416382896e-02,6.8666574302005401e-03,1.1321985443114579e-03,1.5635573628192123e-04,1.7814345265820819e-05,1.8158028687320638e-06,1.6599841334841159e-07,7.1830459358324106e-09,3.6942503500725365e-09,1.1687893985978803e-09,4.9282011804763215e-10,1.8154466818742776e-10,5.8314908457646197e-11,1.7338463997873532e-11,8.2134299361769081e-13,1.8640644583456378e-13,3.0162539133016253e-12
1.6000000000000001e+00,1.2417228331255081e-01,3.3002506795332232e-02,7.0319619356955521e-03,1.1715031568847456e-03,1.6311336508245677e-04,1.8814575111325560e-05,1.9291487349804015e-06,1.7769555504809631e-07,8.8143240484228613e-09,3.4412186433740999e-09,9.9630215188994953e-10,4.2154857382570299e-10,1.5290901878017849e-10,4.8454129597530482e-11,1.4121037672509829e-11,4.9849013805669529e-13,2.3891999489933369e-13,2.5245361356951435e-12
1.6200000000000001e+00,1.2553241478833399e-01,3.3521888253577603e-02,7.1964650950816500e-03,1.2110187903808800e-03,1.6999608646151021e-04,1.9839782476216428e-05,2.0475049437029824e-06,1.8993214301321615e-07,1.0475737832749132e-08,3.2261855409387863e-09,8.4184159643285739e-10,3.5927971708815676e-10,1.2820922101752785e-10,4.0074388252264725e-11,1.1439960090342538e-11,2.5779378631796135e-13,2.6678659281742512e-13,2.1047608100843718e-12
1.6400000000000001e+00,1.2688236613101089e-01,3.4036035575121915e-02,7.3601008167899495e-03,1.2507147962380616e-03,1.7699895799072607e-04,2.0889677410873553e-05,2.1708291294553206e-06,2.0272987710789891e-07,1.2168617558039330e-08,3.0475586498823759e-09,7.0382466521579090e-10,3.0510749482459687e-10,1.0698519847807120e-10,3.2983948905496163e-11,9.2161833720183495e-12,8.3377749149349256e-14,2.7755575615628914e-13,1.7472689961550714e-12
1.6600000000000001e+00,1.2822208710997463e-01,3.4544928814321696e-02,7.5228066690784523e-03,1.2905613692234530e-03,1.8411685910901809e-04,2.1963939490832196e-05,2.2990736331385264e-06,2.1610827061202542e-07,1.3894736028419175e-08,2.9036666404635980e-09,5.8071292219352699e-10,2.5818336357730232e-10,8.8817730947710061e-11,2.7009949832290658e-11,7.3804296008006531e-12,3.8524738954492932e-14,2.7444713168733870e-13,1.4437340212225536e-12
1.6800000000000002e+00,1.2955153423409471e-01,3.5048552082918683e-02,7.6845237646167019e-03,1.3305295620348323e-03,1.9134451820768117e-04,2.3062216086944254e-05,2.4321861110676579e-06,2.3008466432106189e-07,1.5656218432802405e-08,2.7928039880720235e-09,4.7104531386565895e-10,2.1771895397648677e-10,7.3328232375047264e-11,2.1996848786898227e-11,5.8735238894769282e-12,1.2234657731369225e-13,2.6179058920661191e-13,1.1879386363489175e-12
1.7000000000000002e+00,1.3087067050361700e-01,3.5546893346401265e-02,7.8451966456037914e-03,1.3705912964765421e-03,1.9867653813465669e-04,2.4184121246384471e-05,2.5701100196950932e-06,2.4467427883756443e-07,1.7455474177197061e-08,2.7132709412569511e-09,3.7342573477872065e-10,1.8299228798923650e-10,6.0170646243307147e-11,1.7810308783339224e-11,4.6409542875380794e-12,1.7197354651443675e-13,2.4524826613969708e-13,9.7066799042977436e-13
1.7200000000000002e+00,1.3217946516548362e-01,3.6039944229224186e-02,8.0047731696971658e-03,1.4107193714377742e-03,2.0610742011317740e-04,2.5329235070259415e-05,2.7127849765440359e-06,2.5989026064543452e-07,1.9295112507755618e-08,2.6633857341806788e-09,2.8655100514640708e-10,1.5333645464465917e-10,4.9040105309927640e-11,1.4328871422719658e-11,3.6410874315606634e-12,1.9906298831529057e-13,2.2393198406689407e-13,7.8814732518139863e-13
1.7400000000000002e+00,1.3347789347244998e-01,3.6527699828480364e-02,8.1632043970732981e-03,1.4508874679718398e-03,2.1363158616971578e-04,2.6497103590927829e-05,2.8601470555278397e-06,2.7574376637584663e-07,2.1177891995627363e-08,2.6415216680675258e-09,2.0919843635169855e-10,1.2815004613031533e-10,3.9662717554733717e-11,1.1447842673817377e-11,2.8331781365409370e-12,2.1027624086400465e-13,1.9928503292021560e-13,6.3782312764715243e-13
1.7599999999999998e+00,1.3476593644631418e-01,3.7010158535595972e-02,8.3204444788164134e-03,1.4910701516619440e-03,2.2124340007256826e-04,2.7687239036344735e-05,3.0121289963380704e-06,2.9224404207717214e-07,2.3106657587312895e-08,2.6461161040103320e-09,1.4023393557494046e-10,1.0688949725334851e-10,3.1792901644678295e-11,9.0769614047303548e-12,2.1825874441105952e-12,2.0550228185811648e-13,1.7674750552032492e-13,5.1070259132757201e-13
1.7799999999999998e+00,1.3604358064552013e-01,3.7487321865671497e-02,8.4764505468606366e-03,1.5312428725143823e-03,2.2893718684535713e-04,2.8899120442238413e-05,3.1686603650937784e-06,3.0939850037547956e-07,2.5084288646226582e-08,2.6756774573755138e-09,7.8617334864361510e-11,8.9062757169244833e-11,2.5218493959755506e-11,7.1340711116363309e-12,1.6636692024007971e-12,1.9484414082171497e-13,1.5154544286133387e-13,4.0600856010541975e-13
1.7999999999999998e+00,1.3731081793740063e-01,3.7959194294138743e-02,8.6311826056765240e-03,1.5713819626085312e-03,2.3670725092272971e-04,3.0132194586918182e-05,3.3296676732463837e-06,3.2721282750003411e-07,2.7113661871247530e-08,2.7288042936390866e-09,2.3391621972734811e-11,7.4229844493345354e-11,1.9751089652686460e-11,5.5522253461504079e-12,1.2552181516412020e-12,1.7874590696465020e-13,1.2934098236883074e-13,3.2118752102405779e-13
1.8199999999999998e+00,1.3856764527523335e-01,3.8425783100364153e-02,8.7846034258397543e-03,1.6114646316692793e-03,2.4454789296746160e-04,3.1385877165890363e-05,3.4950744663975186e-06,3.4569106344140010e-07,2.9197611772779908e-08,2.8041823307844993e-09,2.6319391110973811e-11,6.2004401613080518e-11,1.5224044247474922e-11,4.2730263771773025e-12,9.3403063061714420e-13,1.5842882561400984e-13,1.0802470029602773e-13,2.5079938126282286e-13
1.8399999999999999e+00,1.3981406448028477e-01,3.8887098217903038e-02,8.9366784396184284e-03,1.6514689607715072e-03,2.5245342542401517e-04,3.2659554192515650e-05,3.6648013815865355e-06,3.6483569487710810e-07,3.1338895256638466e-08,2.9005913226853863e-09,7.1311068161605817e-11,5.2037485431810637e-11,1.1493361817827008e-11,3.2461811017014952e-12,6.8245409323708373e-13,1.3633538742396922e-13,9.0039087297100195e-14,1.9206858326015208e-13
1.8599999999999999e+00,1.4105008202897806e-01,3.9343152091101952e-02,9.0873756386958826e-03,1.6913738943494794e-03,2.6041818685462736e-04,3.3952583572305350e-05,3.8387661948080520e-06,3.8464774665403212e-07,3.3540166533008176e-08,3.0168992859458399e-09,1.1229994711925428e-10,4.4022230305529320e-11,8.4348084072871643e-12,2.4266144649232047e-12,4.8938630925476900e-13,1.1346479311669100e-13,7.3052675020335300e-14,1.4543921622589551e-13
1.8799999999999999e+00,1.4227570884530261e-01,3.9793959537780421e-02,9.2366654741247167e-03,1.7311592306789025e-03,2.6843655511721298e-04,3.5264296829429220e-05,4.0168838680854080e-06,4.0512686538818343e-07,3.5803955578117552e-08,3.1520689391939527e-09,1.4993584152023232e-10,3.7690184306882202e-11,5.9402482932569001e-12,1.7793544415667384e-12,3.4250380309686079e-13,9.1815444136500446e-14,5.7176485768195562e-14,1.0880185641326534e-13
1.8999999999999999e+00,1.4349096009852613e-01,4.0239537617705601e-02,9.3845207585687707e-03,1.7708056109845272e-03,2.7650295942971415e-04,3.6594000946577054e-05,4.1990665780033964e-06,4.2627140750539638e-07,3.8132648705335725e-08,3.3051520409443924e-09,1.8480084129635088e-10,3.2806535266161063e-11,3.9160896747603147e-12,1.2747580768746047e-12,2.3248070135650778e-13,7.2053474298172659e-14,4.4741987892393809e-14,7.8492767840998567e-14
1.9199999999999999e+00,1.4469585500628057e-01,4.0679905506629921e-02,9.5309165709116517e-03,1.8102945073189547e-03,2.8461189137274356e-04,3.7940980282202830e-05,4.3852237522346016e-06,4.4807851284911493e-07,4.0528475242496143e-08,3.4752851707509080e-09,2.1741708433609119e-10,2.9165780901507787e-11,2.2822854717219343e-12,8.8384854990408712e-13,1.4965806371947110e-13,5.3512749786932545e-14,3.4305891460917337e-14,5.3290705182007514e-14
1.9399999999999999e+00,1.4589041664306079e-01,4.1115084375645927e-02,9.6758301632666743e-03,1.8496082093576449e-03,2.9275791489735692e-04,3.9304498563375034e-05,4.5752621090633383e-06,4.7054418095271444e-07,4.2993489990372780e-08,3.6616852883142315e-09,2.4824575728388254e-10,2.6584845436161686e-11,9.7355457029379977e-13,5.8542060088484504e-13,9.2148511043887993e-14,3.8635761256955448e-14,2.2981616609740740e-14,3.7303493627405260e-14
1.9600000000000000e+00,1.4707467175415878e-01,4.1545097275649701e-02,9.8192408704349532e-03,1.8887298102397976e-03,3.0093567537947674e-04,4.0683800919372182e-05,4.7690857077897775e-06,4.9366335064249256e-07,4.5529578329706055e-08,3.8636516208612193e-09,2.7770608035382338e-10,2.4915514096335301e-11,7.4495964952348004e-14,3.6504133049675147e-13,5.0404125317982107e-14,2.3314683517128287e-14,1.4543921622589551e-14,2.1871393585115584e-14
1.9800000000000000e+00,1.4824865057500924e-01,4.1969969026659837e-02,9.9611300218017673e-03,1.9276431915481451e-03,3.0913990775827127e-04,4.2078115917276726e-05,4.9665959925837555e-06,5.1742995377246359e-07,4.8138433128563918e-08,4.0805469003757366e-09,3.0615832091740458e-10,2.4020119226975112e-11,9.0649709960644032e-13,2.0372592501871623e-13,2.2870594307278225e-14,1.1657341758564144e-14,7.2164496600635175e-15,1.1435297153639112e-14
2.0000000000000000e+00,1.4941238665597234e-01,4.2389726111855097e-02,1.0101480855733924e-02,1.9663330075880836e-03,3.1736544384086685e-04,4.3486657627989089e-05,5.1676918642051817e-06,5.4183698872112274e-07,5.0821562735947623e-08,4.3118076886727863e-09,3.3393088294531026e-10,2.3787527503316142e-11,1.5657475316288583e-12,9.0372154204487742e-14,3.2196467714129540e-15,5.5511151231257827e-16,3.4416913763379853e-15,2.6645352591003757e-15
